name
mˈɔ̃d
tˈɛʁ
tˈɛʁ
sˈɔl
pusjˈəʁ
bˈu
sˈabl
mɔ̃tˈaɲ
kɔlˈin
falˈɛz
ɛskaʁpəmˈɑ̃
plˈɛn
kɑ̃pˈaɲ
valˈə
ˈil
kɔ̃tinˈɑ̃
ʁivˈaʒ
kˈɔt
litɔʁˈal
ɡʁˈɔt
ˈo
mˈɛʁ
ətˈal
tʁˈubl
aʒitˈə
əkˈym
mˈus
ɔsəˈɑ̃
lˈak
ɡˈɔlf
bˈɛ
laɡˈyn
ʁəsˈif
pʁɔmɔ̃twˈaʁ
pwˈɛ̃t
vˈaɡ
maʁˈə
maʁˈə bˈas
maʁˈə ˈot
flˈøv
ʁivjˈəʁ
ʁyisˈo
tuʁbijˈɔ̃
sˈuʁs
pyˈi
maʁˈɛ
maʁəkˈaʒ
ʃˈyt dˈo
kaskˈad
bwˈa
fɔʁˈə
ˈaʁbʁ
bwˈa
pjˈɛʁ
ʁˈɔk
ʁɔʃˈe
tʁɑ̃bləmˈɑ̃ də tˈɛʁ
səˈism
sjˈɛl
sɔlˈɛj
lˈyn
ətwˈal
əklˈɛʁ
tɔnˈɛʁ
fˈudʁ
ɔʁˈaʒ
tɑ̃pˈət
ˈaʁkɑ̃sjˈɛl
lymjˈəʁ
ɔbskyʁitˈə
tənˈəbʁ
ˈɔ̃bʁ
ʁozˈə
ˈɛʁ
vˈɑ̃
nyˈaʒ
bʁˈym
bʁujˈaʁ
plyˈi
nˈɛʒ
ɡlˈas
vɛʁɡlˈa
tˈɑ̃
fˈø
flˈam
fymˈə
sˈɑ̃dʁ
bʁˈɛz
bʁylˈe
sə bʁylˈe
bʁylˈe
alymˈe
ɑ̃flamˈe
ətˈɛ̃dʁ
alymˈɛt
bwˈa də ʃofˈaʒ
bˈyʃ
ʃaʁbˈɔ̃ də bwˈa
pɛʁsˈɔn
ˈətʁ ymˈɛ̃
ˈɔm
fˈam
mˈal
fəmˈɛl
ɡaʁkˈɔ̃
ʒˈøn ˈɔm
fˈij
ʒˈøn fˈij
ɑ̃fˈɑ̃
ɑ̃fˈɑ̃
bəbˈə
maʁˈi
əpˈu
fˈam
əpˈuz
sə maʁjˈe
əpuzˈe
maʁjˈaʒ
nˈɔs
divˈɔʁs
pˈəʁ
mˈəʁ
paʁˈɑ̃
ˈɔm maʁjˈə
fˈam maʁjˈə
fˈil
fˈij
ɑ̃fˈɑ̃
fʁˈəʁ
