confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,orth,name,pk,valueset_pk,word_pk
,StandardOrth,,,4-281-190-1,{},,nape of neck,nape ʌv nɛk ,63959,48946,59310
,StandardOrth,,,4-290-190-1,{},,throat,θroʊt ,63960,48947,58309
,StandardOrth,,,4-300-190-1,{},,shoulder,ˈʃoʊldər ,63961,48948,58346
,StandardOrth,,,4-301-190-1,{},,shoulder blade,ˈʃoʊldər bleɪd ,63962,48949,58762
,StandardOrth,,,4-302-190-1,{},,collarbone,ˈkɑlərˌboʊn ,63963,48950,58361
,StandardOrth,,,4-310-190-1,{},,arm,ɑrm ,63964,48951,59038
,StandardOrth,,,4-312-190-1,{},,armpit,ˈɑrmˌpɪt ,63965,48952,59211
,StandardOrth,,,4-320-190-1,{},,elbow,ˈɛlˌboʊ ,63966,48953,58120
,StandardOrth,,,4-321-190-1,{},,wrist,rɪst ,63967,48954,59263
,StandardOrth,,,4-330-190-1,{},,hand,hænd ,63968,48955,58321
,StandardOrth,,,4-331-190-1,{},,palm of hand,pɑm ʌv hænd ,63969,48956,58811
,StandardOrth,,,4-340-190-1,{},,finger,ˈfɪŋgər ,63970,48957,58273
,StandardOrth,,,4-342-190-1,{},,thumb,θʌm ,63971,48958,58536
,StandardOrth,,,4-344-190-1,{},,fingernail,ˈfɪŋgərˌneɪl ,63972,48959,58460
,StandardOrth,,,4-345-190-1,{},,claw,klɔ ,63973,48960,58760
,StandardOrth,,,4-350-190-1,{},,leg,lɛg ,63974,48961,59202
,StandardOrth,,,4-351-190-1,{},,thigh,θaɪ ,63975,48962,59274
,StandardOrth,,,4-352-190-1,{},,calf of leg,kæf ʌv lɛg ,63976,48963,59104
,StandardOrth,,,4-360-190-1,{},,knee,ni ,63977,48964,58629
,StandardOrth,,,4-370-190-1,{},,foot,fʊt ,63978,48965,58930
,StandardOrth,,,4-371-190-1,{},,ankle,ˈæŋkəl ,63979,48966,59320
,StandardOrth,,,4-372-190-1,{},,heel,hil ,63980,48967,59465
,StandardOrth,,,4-374-190-1,{},,footprint,ˈfʊtˌprɪnt ,63981,48968,58726
,StandardOrth,,,4-380-190-1,{},,toe,toʊ ,63982,48969,58201
,StandardOrth,,,4-392-190-1,{},,wing,wɪŋ ,63983,48970,58146
,StandardOrth,,,4-393-190-1,{},,feather,ˈfɛðər ,63984,48971,59412
,StandardOrth,,,4-400-190-1,{},,chest,ʧɛst ,63985,48972,58229
,StandardOrth,,,4-410-190-1,{},,breast,brɛst ,63986,48973,59023
,StandardOrth,,,4-412-190-1,{},,nipple,ˈnɪpəl ,63987,48974,59110
,StandardOrth,,,4-412-190-3,{},,teat,tit ,63988,48974,58454
,StandardOrth,,,4-430-190-1,{},,navel,ˈneɪvəl ,63990,48976,58432
,StandardOrth,,,4-440-190-1,{},,heart,hɑrt ,63991,48977,58499
,StandardOrth,,,4-441-190-1,{},,lung,lʌŋ ,63992,48978,59295
,StandardOrth,,,4-450-190-1,{},,liver,ˈlɪvər ,63993,48979,59063
,StandardOrth,,,4-451-190-1,{},,kidney,ˈkɪdni ,63994,48980,59150
,StandardOrth,,,4-452-190-1,{},,spleen,splin ,63995,48981,59356
,StandardOrth,,,4-460-190-1,{},,stomach,ˈstʌmək ,63996,48982,59324
,StandardOrth,,,4-461-190-1,{},,intestines,ɪnˈtɛstənz ,63997,48983,59143
,StandardOrth,,,4-461-190-3,{},,guts,gʌts ,63998,48983,59043
,StandardOrth,,,4-462-190-1,{},,waist,weɪst ,63999,48984,59330
,StandardOrth,,,4-463-190-1,{},,hip,hɪp ,64000,48985,59020
,StandardOrth,,,4-464-190-1,{},,buttocks,ˈbʌtəks ,64001,48986,59331
,StandardOrth,,,4-470-190-1,{},,womb,wum ,64002,48987,58852
,StandardOrth,,,4-490-190-1,{},,testicle,ˈtɛstɪkəl ,64003,48988,58511
,StandardOrth,,,4-492-190-1,{},,penis,ˈpinɪs ,64004,48989,59231
,StandardOrth,,,4-510-190-1,{},,breathe,brið ,64005,48990,58102
,StandardOrth,,,4-510-190-3,{},,breath,brɛθ ,64006,48990,58692
,StandardOrth,,,4-520-190-1,{},,yawn,jɔn ,64007,48991,58998
,StandardOrth,,,4-520-190-3,{},,gape,geɪp ,64008,48991,58557
,StandardOrth,,,4-521-190-1,{},,hiccough,ˈhɪkəp ,64009,48992,58548
,StandardOrth,,,4-530-190-1,{},,cough,kɑf ,64010,48993,58093
,StandardOrth,,,4-540-190-1,{},,sneeze,sniz ,64011,48994,58819
,StandardOrth,,,4-550-190-1,{},,perspire,pərˈspaɪr ,64012,48995,59256
,StandardOrth,,,4-560-190-1,{},,spit,spɪt ,64013,48996,59514
,StandardOrth,,,4-570-190-1,{},,vomit,ˈvɑmət ,64014,48997,58929
,StandardOrth,,,4-580-190-1,{},,bite,baɪt ,64015,48998,58593
,StandardOrth,,,4-590-190-1,{},,lick,lɪk ,64016,48999,58609
,StandardOrth,,,4-591-190-1,{},,dribble,ˈdrɪbəl ,64017,49000,58828
,StandardOrth,,,4-610-190-1,{},,sleep,slip ,64018,49001,58041
,StandardOrth,,,4-612-190-1,{},,snore,snɔr ,64019,49002,59103
,StandardOrth,,,4-620-190-1,{},,dream,drim ,64020,49003,58915
,StandardOrth,,,4-630-190-1,{},,wake up,weɪk ʌp ,64021,49004,58047
,StandardOrth,,,4-640-190-1,{},,break wind,breɪk wɪnd ,64022,49005,58156
,StandardOrth,,,4-650-190-1,{},,urinate,ˈjɜrəˌneɪt ,64023,49006,58224
,StandardOrth,,,4-660-190-1,{},,defecate,defecate ,64024,49007,58168
,StandardOrth,,,4-670-190-1,{},,have sexual intercourse,hæv ˈsɛkʃuəl ˈɪntərˌkɔrs ,64025,49008,58537
,StandardOrth,,,4-680-190-1,{},,shiver,ˈʃɪvər ,64026,49009,58594
,StandardOrth,,,4-690-190-1,{},,bathe,beɪð ,64027,49010,58701
,StandardOrth,,,4-710-190-1,{},,beget,bɪˈgɛt ,64028,49011,58377
,StandardOrth,,,4-720-190-1,{},,born,bɔrn ,64029,49012,58364
,StandardOrth,,,4-730-190-1,{},,pregnant,ˈprɛgnənt ,64030,49013,58755
,StandardOrth,,,4-732-190-1,{},,conceive,kənˈsiv ,64031,49014,58060
,StandardOrth,,,4-740-190-1,{},,live,lɪv ,64032,49015,58485
,StandardOrth,,,4-740-190-3,{},,living,ˈlɪvɪŋ ,64033,49015,58563
,StandardOrth,,,4-740-190-5,{},,life,laɪf ,64034,49015,58291
,StandardOrth,,,4-750-190-1,{},,die,daɪ ,64035,49016,58935
,StandardOrth,,,4-750-190-3,{},,dead,dɛd ,64036,49016,58363
,StandardOrth,,,4-751-190-1,{},,drowned,draʊnd ,64037,49017,58090
,StandardOrth,,,4-760-190-1,{},,kill,kɪl ,64038,49018,59028
,StandardOrth,,,4-770-190-1,{},,corpse,kɔrps ,64039,49019,59473
,StandardOrth,,,4-780-190-1,{},,bury,ˈbɛri ,64040,49020,58385
,StandardOrth,,,4-790-190-1,{},,grave,greɪv ,64041,49021,58233
,StandardOrth,,,4-790-190-3,{},,tomb,tum ,64042,49021,59485
,StandardOrth,,,4-810-190-1,{},,strong,strɔŋ ,64043,49022,58856
,StandardOrth,,,4-810-190-3,{},,mighty,ˈmaɪti ,64044,49022,59117
,StandardOrth,,,4-810-190-5,{},,powerful,ˈpaʊərfəl ,64045,49022,59316
,StandardOrth,,,4-820-190-1,{},,weak,wik ,64046,49023,58277
,StandardOrth,,,4-830-190-1,{},,well,wɛl ,64047,49024,59437
,StandardOrth,,,4-830-190-3,{},,health,hɛlθ ,64048,49024,58948
,StandardOrth,,,4-840-190-1,{},,sick,sɪk ,64049,49025,59455
,StandardOrth,,,4-840-190-3,{},,sickness,ˈsɪknəs ,64050,49025,58719
,StandardOrth,,,4-841-190-1,{},,fever,ˈfivər ,64051,49026,58134
,StandardOrth,,,4-842-190-1,{},,goiter,ˈgɔɪtər ,64052,49027,59325
,StandardOrth,,,4-843-190-1,{},,cold,koʊld ,64053,49028,58532
,StandardOrth,,,4-850-190-1,{},,wound,wund ,64054,49029,58315
,StandardOrth,,,4-850-190-3,{},,sore,sɔr ,64055,49029,59229
,StandardOrth,,,4-852-190-1,{},,bruise,bruz ,64056,49030,58332
,StandardOrth,,,4-853-190-1,{},,swelling,ˈswɛlɪŋ ,64057,49031,59010
,StandardOrth,,,4-854-190-1,{},,itch,ɪʧ ,64058,49032,59082
,StandardOrth,,,4-855-190-1,{},,blister,ˈblɪstər ,64059,49033,58960
,StandardOrth,,,4-856-190-1,{},,boil,bɔɪl ,64060,49034,59321
,StandardOrth,,,4-857-190-1,{},,pus,pʌs ,64061,49035,58959
,StandardOrth,,,4-858-190-1,{},,scar,skɑr ,64062,49036,58898
,StandardOrth,,,4-860-190-1,{},,cure,kjʊr ,64063,49037,59149
,StandardOrth,,,4-860-190-3,{},,heal,hil ,64064,49037,58407
,StandardOrth,,,4-870-190-1,{},,physician,fəˈzɪʃən ,64065,49038,58298
,StandardOrth,,,4-880-190-1,{},,medicine,ˈmɛdəsən ,64066,49039,58182
,StandardOrth,,,4-880-190-3,{},,drug,drʌg ,64067,49039,59400
,StandardOrth,,,4-890-190-1,{},,poison,ˈpɔɪzən ,64068,49040,58072
,StandardOrth,,,4-910-190-1,{},,tired,ˈtaɪərd ,64069,49041,58064
,StandardOrth,,,4-910-190-3,{},,weary,ˈwɪri ,64070,49041,58278
,StandardOrth,,,4-912-190-1,{},,rest,rɛst ,64071,49042,58734
,StandardOrth,,,4-920-190-1,{},,lazy,ˈleɪzi ,64072,49043,58276
,StandardOrth,,,4-930-190-1,{},,bald,bɔld ,64073,49044,59429
,StandardOrth,,,4-940-190-1,{},,lame,leɪm ,64074,49045,59252
,StandardOrth,,,4-950-190-1,{},,deaf,dɛf ,64075,49046,58362
,StandardOrth,,,4-960-190-1,{},,mute,mjut ,64076,49047,59275
,StandardOrth,,,4-970-190-1,{},,blind,blaɪnd ,64077,49048,58577
,StandardOrth,,,4-980-190-1,{},,intoxicated,ɪnˈtɑksəˌkeɪtəd ,64078,49049,59312
,StandardOrth,,,4-990-190-1,{},,naked,ˈneɪkəd ,64079,49050,58665
,StandardOrth,,,4-990-190-3,{},,bare,bɛr ,64080,49050,59034
,StandardOrth,,,5-110-190-1,{},,eat,it ,64081,49051,59501
,StandardOrth,,,5-120-190-1,{},,food,fud ,64082,49052,58928
,StandardOrth,,,5-121-190-1,{},,cooked,kʊkt ,64083,49053,59163
,StandardOrth,,,5-122-190-1,{},,raw,rɑ ,64084,49054,59068
,StandardOrth,,,5-123-190-1,{},,ripe,raɪp ,64085,49055,59420
,StandardOrth,,,5-124-190-1,{},,green,grin ,64086,49056,58144
,StandardOrth,,,5-124-190-3,{},,unripe,ʌnˈraɪp ,64087,49056,58465
,StandardOrth,,,5-125-190-1,{},,rotten,ˈrɑtən ,64088,49057,59198
,StandardOrth,,,5-130-190-1,{},,drink,drɪŋk ,64089,49058,58952
,StandardOrth,,,5-140-190-1,{},,hunger,ˈhʌŋgər ,64090,49059,58242
,StandardOrth,,,5-141-190-1,{},,famine,ˈfæmən ,64091,49060,58669
,StandardOrth,,,5-150-190-1,{},,thirst,θɜrst ,64092,49061,58564
,StandardOrth,,,5-160-190-1,{},,suck,sʌk ,64093,49062,58516
,StandardOrth,,,5-180-190-1,{},,chew,ʧu ,64094,49063,58063
,StandardOrth,,,5-181-190-1,{},,swallow,ˈswɑloʊ ,64095,49064,59404
,StandardOrth,,,5-190-190-1,{},,choke,ʧoʊk ,64096,49065,58387
,StandardOrth,,,5-210-190-1,{},,cook,kʊk ,64097,49066,58448
,StandardOrth,,,5-220-190-1,{},,boil,bɔɪl ,64098,49067,59321
,StandardOrth,,,5-230-190-1,{},,roast,roʊst ,64099,49068,58170
,StandardOrth,,,5-230-190-3,{},,fry,fraɪ ,64100,49068,58289
,StandardOrth,,,5-240-190-1,{},,bake,beɪk ,64101,49069,58462
,StandardOrth,,,5-250-190-1,{},,oven,ˈʌvən ,64102,49070,58150
,StandardOrth,,,5-260-190-1,{},,pot,pɑt ,64103,49071,58684
,StandardOrth,,,5-260-190-3,{},,cooking vessel,ˈkʊkɪŋ ˈvɛsəl ,64104,49071,59241
,StandardOrth,,,5-270-190-1,{},,kettle,ˈkɛtəl ,64105,49072,59474
,StandardOrth,,,5-280-190-1,{},,pan,pæn ,64106,49073,58715
,StandardOrth,,,5-310-190-1,{},,dish,dɪʃ ,64107,49074,58826
,StandardOrth,,,5-320-190-1,{},,plate,pleɪt ,64108,49075,59242
,StandardOrth,,,5-330-190-1,{},,bowl,boʊl ,64109,49076,58713
,StandardOrth,,,5-340-190-1,{},,pitcher,ˈpɪʧər ,64110,49077,58798
,StandardOrth,,,5-340-190-3,{},,jug,ʤʌg ,64111,49077,58795
,StandardOrth,,,5-350-190-1,{},,cup,kʌp ,64112,49078,59098
,StandardOrth,,,5-350-190-3,{},,drinking vessel,ˈdrɪŋkɪŋ ˈvɛsəl ,64113,49078,58751
,StandardOrth,,,5-360-190-1,{},,saucer,ˈsɔsər ,64114,49079,59120
,StandardOrth,,,5-370-190-1,{},,spoon,spun ,64115,49080,59179
,StandardOrth,,,5-380-190-1,{},,knife,naɪf ,64116,49081,58771
,StandardOrth,,,5-390-190-1,{},,fork,fɔrk ,64117,49082,58403
,StandardOrth,,,5-391-190-1,{},,tongs,tɑŋz ,64118,49083,59006
,StandardOrth,,,5-410-190-1,{},,meal,mil ,64119,49084,58780
,StandardOrth,,,5-420-190-1,{},,breakfast,ˈbrɛkfəst ,64120,49085,58615
,StandardOrth,,,5-430-190-1,{},,lunch,lʌnʧ ,64121,49086,58542
,StandardOrth,,,5-440-190-1,{},,dinner,ˈdɪnər ,64122,49087,58388
,StandardOrth,,,5-450-190-1,{},,supper,ˈsʌpər ,64123,49088,58323
,StandardOrth,,,5-460-190-1,{},,peel,pil ,64124,49089,58379
,StandardOrth,,,5-470-190-1,{},,sieve,sɪv ,64125,49090,58473
,StandardOrth,,,5-470-190-3,{},,strain,streɪn ,64126,49090,58879
,StandardOrth,,,5-480-190-1,{},,scrape,skreɪp ,64127,49091,59156
,StandardOrth,,,5-490-190-1,{},,stir,stɜr ,64128,49092,58905
,StandardOrth,,,5-490-190-3,{},,mix,mɪks ,64129,49092,59345
,StandardOrth,,,5-510-190-1,{},,bread,brɛd ,64130,49093,58164
,StandardOrth,,,5-530-190-1,{},,dough,doʊ ,64131,49094,58922
,StandardOrth,,,5-540-190-1,{},,knead,nid ,64132,49095,58618
,StandardOrth,,,5-550-190-1,{},,meal,mil ,64133,49096,58780
,StandardOrth,,,5-550-190-3,{},,flour,ˈflaʊər ,64134,49096,59286
,StandardOrth,,,5-560-190-1,{},,crush,krʌʃ ,64135,49097,58849
,StandardOrth,,,5-560-190-3,{},,grind,graɪnd ,64136,49097,59092
,StandardOrth,,,5-570-190-1,{},,mill,mɪl ,64137,49098,58442
,StandardOrth,,,5-580-190-1,{},,mortar,ˈmɔrtər ,64138,49099,59309
,StandardOrth,,,5-590-190-1,{},,pestle,pestle ,64139,49100,59430
,StandardOrth,,,5-610-190-1,{},,meat,mit ,64140,49101,58167
,StandardOrth,,,5-630-190-1,{},,sausage,ˈsɔsəʤ ,64141,49102,59196
,StandardOrth,,,5-640-190-1,{},,soup,sup ,64142,49103,58496
,StandardOrth,,,5-640-190-3,{},,broth,brɔθ ,64143,49103,58308
,StandardOrth,,,5-650-190-1,{},,vegetables,ˈvɛʤtəbəlz ,64144,49104,59495
,StandardOrth,,,5-660-190-1,{},,bean,bin ,64145,49105,59377
,StandardOrth,,,5-700-190-1,{},,potato,pəˈteɪˌtoʊ ,64146,49106,58431
,StandardOrth,,,5-710-190-1,{},,fruit,frut ,64147,49107,58724
,StandardOrth,,,5-712-190-1,{},,bunch,bʌnʧ ,64148,49108,59278
,StandardOrth,,,5-750-190-1,{},,fig,fɪg ,64149,49109,58157
,StandardOrth,,,5-760-190-1,{},,grape,greɪp ,64150,49110,58445
,StandardOrth,,,5-770-190-1,{},,nut,nʌt ,64151,49111,58265
,StandardOrth,,,5-780-190-1,{},,olive,ˈɑləv ,64152,49112,58491
,StandardOrth,,,5-790-190-1,{},,oil,ɔɪl ,64153,49113,58946
,StandardOrth,,,5-791-190-1,{},,grease,gris ,64154,49114,58183
,StandardOrth,,,5-791-190-3,{},,fat,fæt ,64155,49114,58834
,StandardOrth,,,5-810-190-1,{},,salt,sɔlt ,64156,49115,58635
,StandardOrth,,,5-820-190-1,{},,pepper,ˈpɛpər ,64157,49116,59477
,StandardOrth,,,5-821-190-1,{},,chili pepper,ˈʧɪli ˈpɛpər ,64158,49117,59393
,StandardOrth,,,5-840-190-1,{},,honey,ˈhʌni ,64159,49118,58126
,StandardOrth,,,5-850-190-1,{},,sugar,ˈʃʊgər ,64160,49119,58248
,StandardOrth,,,5-860-190-1,{},,milk,mɪlk ,64161,49120,58443
,StandardOrth,,,5-870-190-1,{},,milk,mɪlk ,64162,49121,58443
,StandardOrth,,,5-880-190-1,{},,cheese,ʧiz ,64163,49122,58578
,StandardOrth,,,5-890-190-1,{},,butter,ˈbʌtər ,64164,49123,58202
,StandardOrth,,,5-900-190-1,{},,beverage,ˈbɛvərɪʤ ,64165,49124,59165
,StandardOrth,,,5-900-190-3,{},,drink,drɪŋk ,64166,49124,58952
,StandardOrth,,,5-910-190-1,{},,mead,mid ,64167,49125,58169
,StandardOrth,,,5-920-190-1,{},,wine,waɪn ,64168,49126,58148
,StandardOrth,,,5-930-190-1,{},,beer,bɪr ,64169,49127,58287
,StandardOrth,,,5-940-190-1,{},,fermented drink,fərˈmɛntəd drɪŋk ,64170,49128,59317
,StandardOrth,,,5-970-190-1,{},,egg,ɛg ,64171,49129,58630
,StandardOrth,,,5-971-190-1,{},,egg yolk,ɛg joʊk ,64172,49130,58187
,StandardOrth,,,6-110-190-1,{},,put on clothes,pʊt ɑn kloʊðz ,64173,49131,58371
,StandardOrth,,,6-120-190-1,{},,clothing,ˈkloʊðɪŋ ,64174,49132,58504
,StandardOrth,,,6-120-190-3,{},,clothes,kloʊðz ,64175,49132,58062
,StandardOrth,,,6-130-190-1,{},,tailor,ˈteɪlər ,64176,49133,58658
,StandardOrth,,,6-210-190-1,{},,cloth,klɔθ ,64177,49134,59138
,StandardOrth,,,6-220-190-1,{},,wool,wʊl ,64178,49135,58653
,StandardOrth,,,6-230-190-1,{},,linen,ˈlɪnən ,64179,49136,59269
,StandardOrth,,,6-230-190-3,{},,flax,flæks ,64180,49136,58873
,StandardOrth,,,6-240-190-1,{},,cotton,ˈkɑtən ,64181,49137,59151
,StandardOrth,,,6-250-190-1,{},,silk,sɪlk ,64182,49138,59024
,StandardOrth,,,6-270-190-1,{},,felt,fɛlt ,64183,49139,58430
,StandardOrth,,,6-280-190-1,{},,fur,fɜr ,64184,49140,58055
,StandardOrth,,,6-290-190-1,{},,leather,ˈlɛðər ,64185,49141,58662
,StandardOrth,,,6-310-190-1,{},,spin,spɪn ,64186,49142,58297
,StandardOrth,,,6-320-190-1,{},,spindle,ˈspɪndəl ,64187,49143,58189
,StandardOrth,,,6-330-190-1,{},,weave,wiv ,64188,49144,58728
,StandardOrth,,,6-340-190-1,{},,loom,lum ,64189,49145,58052
,StandardOrth,,,6-350-190-1,{},,sew,soʊ ,64190,49146,59031
,StandardOrth,,,6-360-190-1,{},,needle,ˈnidəl ,64191,49147,58977
,StandardOrth,,,6-370-190-1,{},,awl,awl ,64192,49148,59351
,StandardOrth,,,6-380-190-1,{},,thread,θrɛd ,64193,49149,58961
,StandardOrth,,,6-390-190-1,{},,dye,daɪ ,64194,49150,58660
,StandardOrth,,,6-410-190-1,{},,cloak,kloʊk ,64195,49151,58649
,StandardOrth,,,6-411-190-1,{},,poncho,ˈpɑnʧoʊ ,64196,49152,58178
,StandardOrth,,,6-420-190-1,{},,woman's dress,ˈwʊmənz drɛs ,64197,49153,59140
,StandardOrth,,,6-430-190-1,{},,coat,koʊt ,64198,49154,58912
,StandardOrth,,,6-440-190-1,{},,shirt,ʃɜrt ,64199,49155,59079
,StandardOrth,,,6-450-190-1,{},,collar,ˈkɑlər ,64200,49156,59434
,StandardOrth,,,6-460-190-1,{},,skirt,skɜrt ,64201,49157,59253
,StandardOrth,,,6-461-190-1,{},,grass-skirt,græs-skɜrt ,64202,49158,58894
,StandardOrth,,,6-480-190-1,{},,trousers,ˈtraʊzərz ,64203,49159,58046
,StandardOrth,,,6-490-190-1,{},,stocking,ˈstɑkɪŋ ,64204,49160,58207
,StandardOrth,,,6-490-190-3,{},,sock,sɑk ,64205,49160,59134
,StandardOrth,,,6-510-190-1,{},,shoe,ʃu ,64206,49161,58641
,StandardOrth,,,6-520-190-1,{},,boot,but ,64207,49162,59441
,StandardOrth,,,6-540-190-1,{},,shoemaker,ˈʃuˌmeɪkər ,64208,49163,58343
,StandardOrth,,,6-540-190-3,{},,cobbler,ˈkɑblər ,64209,49163,58418
,StandardOrth,,,6-550-190-1,{},,hat,hæt ,64210,49164,58345
,StandardOrth,,,6-550-190-3,{},,cap,kæp ,64211,49164,58493
,StandardOrth,,,6-570-190-1,{},,belt,bɛlt ,64212,49165,59051
,StandardOrth,,,6-570-190-3,{},,girdle,ˈgɜrdəl ,64213,49165,59332
,StandardOrth,,,6-580-190-1,{},,glove,glʌv ,64214,49166,59106
,StandardOrth,,,6-590-190-1,{},,veil,veɪl ,64215,49167,59524
,StandardOrth,,,6-610-190-1,{},,pocket,ˈpɑkət ,64216,49168,58255
,StandardOrth,,,6-620-190-1,{},,button,ˈbʌtən ,64217,49169,58937
,StandardOrth,,,6-630-190-1,{},,pin,pɪn ,64218,49170,59507
,StandardOrth,,,6-710-190-1,{},,ornament,ˈɔrnəmənt ,64219,49171,58672
,StandardOrth,,,6-710-190-3,{},,adornment,əˈdɔrnmənt ,64220,49171,59284
,StandardOrth,,,6-720-190-1,{},,jewel,ˈʤuəl ,64221,49172,59528
,StandardOrth,,,6-730-190-1,{},,ring,rɪŋ ,64222,49173,58584
,StandardOrth,,,6-740-190-1,{},,bracelet,ˈbreɪslət ,64223,49174,58756
,StandardOrth,,,6-750-190-1,{},,necklace,ˈnɛkləs ,64224,49175,59271
,StandardOrth,,,6-760-190-1,{},,bead,bid ,64225,49176,59379
,StandardOrth,,,6-770-190-1,{},,earring,ˈɪrɪŋ ,64226,49177,58789
,StandardOrth,,,6-780-190-1,{},,headband,ˈhɛdˌbænd ,64227,49178,58569
,StandardOrth,,,6-780-190-3,{},,headdress,ˈhɛˌdrɛs ,64228,49178,58140
,StandardOrth,,,6-790-190-1,{},,tattoo,tæˈtu ,64229,49179,59423
,StandardOrth,,,6-810-190-1,{},,handkerchief,ˈhæŋkərʧɪf ,64230,49180,58215
,StandardOrth,,,6-810-190-3,{},,rag,ræg ,64231,49180,58213
,StandardOrth,,,6-820-190-1,{},,towel,ˈtaʊəl ,64232,49181,58753
,StandardOrth,,,6-910-190-1,{},,comb,koʊm ,64233,49182,58677
,StandardOrth,,,6-920-190-1,{},,brush,brʌʃ ,64234,49183,59492
,StandardOrth,,,6-921-190-1,{},,braid,breɪd ,64235,49184,58533
,StandardOrth,,,6-930-190-1,{},,razor,ˈreɪzər ,64236,49185,58968
,StandardOrth,,,6-940-190-1,{},,ointment,ˈɔɪntmənt ,64237,49186,58429
,StandardOrth,,,6-950-190-1,{},,soap,soʊp ,64238,49187,59348
,StandardOrth,,,6-960-190-1,{},,mirror,ˈmɪrər ,64239,49188,59118
,StandardOrth,,,7-110-190-1,{},,dwell,dwɛl ,64240,49189,58199
,StandardOrth,,,7-110-190-3,{},,live,lɪv ,64241,49189,58485
,StandardOrth,,,7-120-190-1,{},,house,haʊs ,64242,49190,58941
,StandardOrth,,,7-130-190-1,{},,hut,hʌt ,64243,49191,58599
,StandardOrth,,,7-131-190-1,{},,garden-house,ˈgɑrdən-haʊs ,64244,49192,58600
,StandardOrth,,,7-140-190-1,{},,tent,tɛnt ,64245,49193,59392
,StandardOrth,,,7-150-190-1,{},,yard,jɑrd ,64246,49194,59308
,StandardOrth,,,7-150-190-3,{},,court,kɔrt ,64247,49194,58901
,StandardOrth,,,7-160-190-1,{},,men's house,mɛnz haʊs ,64248,49195,58645
,StandardOrth,,,7-170-190-1,{},,cookhouse,cookhouse ,64249,49196,58903
,StandardOrth,,,7-180-190-1,{},,meeting house,ˈmitɪŋ haʊs ,64250,49197,59164
,StandardOrth,,,7-210-190-1,{},,room,rum ,64251,49198,58114
,StandardOrth,,,7-220-190-1,{},,door,dɔr ,64252,49199,58871
,StandardOrth,,,7-220-190-3,{},,gate,geɪt ,64253,49199,58133
,StandardOrth,,,7-221-190-1,{},,doorpost,doorpost ,64254,49200,59337
,StandardOrth,,,7-221-190-3,{},,jamb,ʤæm ,64255,49200,58319
,StandardOrth,,,7-230-190-1,{},,lock,lɑk ,64256,49201,59243
,StandardOrth,,,7-231-190-1,{},,latch,læʧ ,64257,49202,58417
,StandardOrth,,,7-231-190-3,{},,door-bolt,dɔr-boʊlt ,64258,49202,58974
,StandardOrth,,,7-240-190-1,{},,key,ki ,64259,49203,59396
,StandardOrth,,,7-250-190-1,{},,window,ˈwɪndoʊ ,64260,49204,58538
,StandardOrth,,,7-260-190-1,{},,floor,flɔr ,64261,49205,58729
,StandardOrth,,,7-270-190-1,{},,wall,wɔl ,64262,49206,59405
,StandardOrth,,,7-310-190-1,{},,fireplace,ˈfaɪərˌpleɪs ,64263,49207,58056
,StandardOrth,,,7-320-190-1,{},,stove,stoʊv ,64264,49208,59362
,StandardOrth,,,7-330-190-1,{},,chimney,ˈʧɪmni ,64265,49209,59025
,StandardOrth,,,7-370-190-1,{},,ladder,ˈlædər ,64266,49210,58135
,StandardOrth,,,7-420-190-1,{},,bed,bɛd ,64267,49211,59334
,StandardOrth,,,7-421-190-1,{},,pillow,ˈpɪloʊ ,64268,49212,58480
,StandardOrth,,,7-422-190-1,{},,blanket,ˈblæŋkət ,64269,49213,58050
,StandardOrth,,,7-430-190-1,{},,chair,ʧɛr ,64270,49214,58845
,StandardOrth,,,7-440-190-1,{},,table,ˈteɪbəl ,64271,49215,59408
,StandardOrth,,,7-450-190-1,{},,lamp,læmp ,64272,49216,59281
,StandardOrth,,,7-450-190-3,{},,torch,tɔrʧ ,64273,49216,58558
,StandardOrth,,,7-460-190-1,{},,candle,ˈkændəl ,64274,49217,59119
,StandardOrth,,,7-470-190-1,{},,shelf,ʃɛlf ,64275,49218,59326
,StandardOrth,,,7-480-190-1,{},,trough,trɔf ,64276,49219,59180
,StandardOrth,,,7-510-190-1,{},,roof,ruf ,64277,49220,58119
,StandardOrth,,,7-520-190-1,{},,thatch,θæʧ ,64278,49221,59228
,StandardOrth,,,7-530-190-1,{},,ridgepole,ridgepole ,64279,49222,58154
,StandardOrth,,,7-540-190-1,{},,rafter,ˈræftər ,64280,49223,59454
,StandardOrth,,,7-550-190-1,{},,beam,bim ,64281,49224,59376
,StandardOrth,,,7-560-190-1,{},,post,poʊst ,64282,49225,58384
,StandardOrth,,,7-560-190-3,{},,pole,poʊl ,64283,49225,58686
,StandardOrth,,,7-570-190-1,{},,board,bɔrd ,64284,49226,58340
,StandardOrth,,,7-580-190-1,{},,arch,ɑrʧ ,64285,49227,58139
,StandardOrth,,,7-610-190-1,{},,mason,ˈmeɪsən ,64286,49228,58181
,StandardOrth,,,7-620-190-1,{},,brick,brɪk ,64287,49229,59058
,StandardOrth,,,7-630-190-1,{},,mortar,ˈmɔrtər ,64288,49230,59309
,StandardOrth,,,7-640-190-1,{},,adobe,əˈdoʊbi ,64289,49231,58175
,StandardOrth,,,8-110-190-1,{},,farmer,ˈfɑrmər ,64290,49232,58539
,StandardOrth,,,8-120-190-1,{},,field,fild ,64291,49233,58814
